URL,letter,primary_color,secondary_colors,class,is_error,error_type,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_231_V_TC_46/3345,5027,345,985/pct:40/0/default.jpg",E,blue,red,D,,,16II,231 V,3345,5027,345,985,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_167_V_TC_46/3182,5980,467,662/pct:40/0/default.jpg",B,red,blue,D,,,50,167 V,3182,5980,467,662,
"https://stacks.stanford.edu/image/iiif/ns652yk6818%2F266_310_TC_46/2687,3047,742,3915/pct:40/0/default.jpg",P,red,blue,D,,,266,310,2687,3047,742,3915,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_325_V_TC_46/3282,1655,382,3067/pct:40/0/default.jpg",J,blue,red,D,,,49,325 V,3282,1655,382,3067,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_059_TC_46/102,1007,587,1145/pct:40/0/default.jpg",L,blue,red,D,,,441,59,102,1007,587,1145,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_102_R_TC_46/200,2560,280,1070/pct:40/0/default.jpg",E,blue,,S,,,468,102 R,200,2560,280,1070,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_329_R_TC_46/1882,1150,737,2920/pct:40/0/default.jpg",J,blue,red,D,,,49,329 R,1882,1150,737,2920,
"https://stacks.stanford.edu/image/iiif/gy884xh4155%2F262_50_V_TC_46/1022,6332,782,1100/pct:40/0/default.jpg",C,red,blue,D,,,262,50 V,1022,6332,782,1100,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_71_V_TC_46/1625,1450,365,2840/pct:40/0/default.jpg",S,red,blue,D,,,49,71 V,1625,1450,365,2840,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_104_V_TC_46/3140,2610,457,702/pct:40/0/default.jpg",L,red,blue,D,,,92,104 V,3140,2610,457,702,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_72_V_TC_46/4502,515,277,670/pct:40/0/default.jpg",,,,,T,PT,49,72 V,4502,515,277,670,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_91_R_TC_46/420,3602,512,1047/pct:40/0/default.jpg",S,red,blue,D,,,83,91 R,420,3602,512,1047,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_214_V_TC_46/3397,860,355,1955/pct:40/0/default.jpg",N,blue,red,D,,,271,214 V,3397,860,355,1955,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_164_R_TC_46/2162,4122,560,1860/pct:40/0/default.jpg",A,blue,red,D,,,27,164 R,2162,4122,560,1860,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_104_R_TC_46/1717,2697,707,3025/pct:40/0/default.jpg",P,red,blue; green; yellow,I,,,463,104 R,1717,2697,707,3025,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_152_V_TC_46/3605,5925,317,642/pct:40/0/default.jpg",I,blue,red,D,,,29,152 V,3605,5925,317,642,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_350_V_TC_46/1632,2677,420,1597/pct:40/0/default.jpg",C,blue,red,D,,,49,350 V,1632,2677,420,1597,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_062_V_TC_46/602,3287,337,620/pct:40/0/default.jpg",P,red,blue,D,,,66A,62 V,602,3287,337,620,
"https://stacks.stanford.edu/image/iiif/tn930ym5616%2F628_129_R_TC_46/2,312,240,520/pct:40/0/default.jpg",C,blue,red,D,,,628,129 R,2,312,240,520,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_163_TC_46/162,625,495,530/pct:40/0/default.jpg",O,green,red,D,,,51,163,162,625,495,530,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_125_R_TC_46/1275,742,160,267/pct:40/0/default.jpg",P,blue,red,D,,,48,125 R,1275,742,160,267,
"https://stacks.stanford.edu/image/iiif/tn930ym5616%2F628_103_R_TC_46/2,130,237,565/pct:40/0/default.jpg",M,blue,red,D,,,628,103 R,2,130,237,565,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_257_V_TC_46/3762,5975,345,387/pct:40/0/default.jpg",S,blue,red,D,,,10,257 V,3762,5975,345,387,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_160_V_TC_46/1030,2207,455,735/pct:40/0/default.jpg",H,blue,red,D,,,16II,160 V,1030,2207,455,735,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_124_V_TC_46/1345,3952,182,702/pct:40/0/default.jpg",,,,,T,IN,273,124 V,1345,3952,182,702,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_219_TC_46/132,632,447,652/pct:40/0/default.jpg",P,red,blue,D,,,51,219,132,632,447,652,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_91_V_TC_46/1522,1002,1155,4157/pct:40/0/default.jpg",,,,,T,MC,83,91 V,1522,1002,1155,4157,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_332_R_TC_46/520,2972,355,682/pct:40/0/default.jpg",A,blue,red,D,,,10,332 R,520,2972,355,682,
"https://stacks.stanford.edu/image/iiif/xq358rn9921%2F202_63_R_TC_46/475,510,605,925/pct:40/0/default.jpg",S,blue,red; green,M,,,202,63 R,475,510,605,925,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_073_V_TC_46/1887,6257,452,490/pct:40/0/default.jpg",E,red,blue,D,,,75,73 V,1887,6257,452,490,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_030_V_TC_46/1950,5790,347,570/pct:40/0/default.jpg",V,blue,red,D,,,10,30 V,1950,5790,347,570,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_130_R_TC_46/2,4355,102,275/pct:40/0/default.jpg",,,,,T,MC,505,130 R,2,4355,102,275,
"https://stacks.stanford.edu/image/iiif/bg021sq9590%2F200_56_TC_46/1132,3140,1672,905/pct:40/0/default.jpg",Q,green,red,D,,,200,56,1132,3140,1672,905,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_088_V_TC_46/2035,1250,797,1302/pct:40/0/default.jpg",P,red,blue; green,M,,,310,88 V,2035,1250,797,1302,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_188_R_TC_46/1932,1775,245,577/pct:40/0/default.jpg",L,blue,red,D,,,327,188 R,1932,1775,245,577,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_140_R_TC_46/2,4522,545,982/pct:40/0/default.jpg",A,blue,red,D,,,11,140 R,2,4522,545,982,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_091_R_TC_46/1932,1920,345,960/pct:40/0/default.jpg",I,red,blue,D,,,10,91 R,1932,1920,345,960,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_032_V_TC_46/3595,5942,432,567/pct:40/0/default.jpg",E,red,blue,D,,,75,32 V,3595,5942,432,567,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_027_V_TC_46/710,2997,280,415/pct:40/0/default.jpg",E,red,blue,D,,,319,27 V,710,2997,280,415,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_017_V_TC_46/2040,2850,242,667/pct:40/0/default.jpg",I,blue,red,D,,,10,17 V,2040,2850,242,667,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_185_V_TC_46/407,2907,160,492/pct:40/0/default.jpg",,,,,T,PT,327,185 V,407,2907,160,492,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_026_R_TC_46/2050,1975,477,2995/pct:40/0/default.jpg",F,blue,red,D,,,485,26 R,2050,1975,477,2995,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_437_R_TC_46/295,412,685,670/pct:40/0/default.jpg",E,red,blue; green,M,,,463,437 R,295,412,685,670,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_66_R_TC_46/262,1792,615,2807/pct:40/0/default.jpg",,,,,T,MC,83,66 R,262,1792,615,2807,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_028_V_TC_46/1775,1845,247,892/pct:40/0/default.jpg",P,red,blue,D,,,271,28 V,1775,1845,247,892,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_013_R_TC_46/2995,6027,457,700/pct:40/0/default.jpg",D,blue,red,D,,,45,13 R,2995,6027,457,700,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_290_V_TC_46/3782,2267,320,467/pct:40/0/default.jpg",S,blue,red,D,,,10,290 V,3782,2267,320,467,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_108_R_TC_46/2260,2775,610,1635/pct:40/0/default.jpg",Q,red,blue,D,,,29,108 R,2260,2775,610,1635,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_184_V_TC_46/475,2360,262,372/pct:40/0/default.jpg",L,blue,red,D,,,327,184 V,475,2360,262,372,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_215_R_TC_46/37,2342,337,460/pct:40/0/default.jpg",P,blue,red,D,,,321,215 R,37,2342,337,460,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_006_R_TC_46/572,5770,557,1132/pct:40/0/default.jpg",U,blue,red,D,,,45,6 R,572,5770,557,1132,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_109_V_TC_46/562,1315,1167,1225/pct:40/0/default.jpg",,,,,T,MC,29,109 V,562,1315,1167,1225,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_644_V_TC_46/527,3690,115,362/pct:40/0/default.jpg",,,,,T,MC,484,644 V,527,3690,115,362,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_299_V_TC_46/787,1520,215,4165/pct:40/0/default.jpg",J,blue,red,D,,,463,299 V,787,1520,215,4165,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_123_V_TC_46/2130,3515,347,752/pct:40/0/default.jpg",B,blue,red,D,,,327,123 V,2130,3515,347,752,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_118_R_TC_46/2272,4692,552,470/pct:40/0/default.jpg",R,red,blue,D,,,27,118 R,2272,4692,552,470,
"https://stacks.stanford.edu/image/iiif/hp146pz7537%2F072_14_R_TC_46/22,2882,662,1292/pct:40/0/default.jpg",A,blue,red; green,M,,,72,14 R,22,2882,662,1292,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_139_V_TC_46/3217,4575,475,375/pct:40/0/default.jpg",R,blue,red,D,,,27,139 V,3217,4575,475,375,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_158_R_TC_46/837,4370,202,817/pct:40/0/default.jpg",S,red,blue,D,,,271,158 R,837,4370,202,817,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_180_R_TC_46/1960,3055,510,665/pct:40/0/default.jpg",Q,red,blue,D,,,485,180 R,1960,3055,510,665,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_160_R_TC_46/335,525,507,1925/pct:40/0/default.jpg",Q,blue,red,D,,,50,160 R,335,525,507,1925,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_139_R_TC_46/622,3797,410,597/pct:40/0/default.jpg",A,red,blue,D,,,271,139 R,622,3797,410,597,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_036_R_TC_46/2,4337,387,1225/pct:40/0/default.jpg",J,blue,red,D,,,29,36 R,2,4337,387,1225,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_323_R_TC_46/3215,1147,240,945/pct:40/0/default.jpg",,,,,T,IN,463,323 R,3215,1147,240,945,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_191_V_TC_46/1680,4197,682,1405/pct:40/0/default.jpg",H,red,blue,D,,,83,191 V,1680,4197,682,1405,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_203_V_TC_46/1882,4487,377,355/pct:40/0/default.jpg",E,blue,red,D,,,27,203 V,1882,4487,377,355,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_84_V_TC_46/1707,1340,615,1200/pct:40/0/default.jpg",P,red,blue,D,,,83,84 V,1707,1340,615,1200,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_112_R_TC_46/2052,1902,857,4362/pct:40/0/default.jpg",C,blue,red,D,,,50,112 R,2052,1902,857,4362,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_070_V_TC_46/3045,1560,500,737/pct:40/0/default.jpg",U,blue,red,D,,,45,70 V,3045,1560,500,737,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_067_R_TC_46/212,1460,357,545/pct:40/0/default.jpg",R,blue,red,D,,,327,67 R,212,1460,357,545,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_107_R_TC_46/2040,1245,1222,1637/pct:40/0/default.jpg",M,red,blue,D,,,11,107 R,2040,1245,1222,1637,
"https://stacks.stanford.edu/image/iiif/hy311gn2645%2F451_017_V_TC_46/927,1650,745,1097/pct:40/0/default.jpg",A,red,green,D,,,451,17 V,927,1650,745,1097,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_278_V_TC_46/1930,5950,225,382/pct:40/0/default.jpg",S,blue,red,D,,,10,278 V,1930,5950,225,382,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_103_R_TC_46/192,2332,625,1375/pct:40/0/default.jpg",D,blue,red,D,,,468,103 R,192,2332,625,1375,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_088_R_TC_46/1765,2032,275,682/pct:40/0/default.jpg",C,red,blue,D,,,463,88 R,1765,2032,275,682,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_043_V_TC_46/785,640,1135,1182/pct:40/0/default.jpg",A,red,blue,D,,,375,43 V,785,640,1135,1182,
"https://stacks.stanford.edu/image/iiif/hy311gn2645%2F451_083_V_TC_46/475,5610,352,670/pct:40/0/default.jpg",,,,,T,PT,451,83 V,475,5610,352,670,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_280_R_TC_46/450,815,432,1965/pct:40/0/default.jpg",Q,blue,red,D,,,49,280 R,450,815,432,1965,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_104_V_TC_46/1702,2282,492,1555/pct:40/0/default.jpg",I,red,blue,D,,,83,104 V,1702,2282,492,1555,
"https://stacks.stanford.edu/image/iiif/tn930ym5616%2F628_067_R_TC_46/12,2405,307,382/pct:40/0/default.jpg",A,blue,red,D,,,628,67 R,12,2405,307,382,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_103_R_TC_46/2452,5150,947,672/pct:40/0/default.jpg",U,red,blue; yellow,M,,,295,103 R,2452,5150,947,672,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_5_R_TC_46/3577,7017,160,467/pct:40/0/default.jpg",,,,,T,IN,83,5 R,3577,7017,160,467,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_45_R_TC_46/415,4870,805,1732/pct:40/0/default.jpg",P,red,blue,D,,,83,45 R,415,4870,805,1732,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_189_R_TC_46/1835,387,367,345/pct:40/0/default.jpg",,,,,T,IN,437,189 R,1835,387,367,345,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_057_V_TC_46/3772,6495,800,387/pct:40/0/default.jpg",Q,blue,red,D,,,10,57 V,3772,6495,800,387,
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_036_V_TC_46/707,3870,500,2145/pct:40/0/default.jpg",I,blue,red,D,,,400,36 V,707,3870,500,2145,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_007_R_TC_46/275,3100,445,3050/pct:40/0/default.jpg",I,red,blue,D,,,10,7 R,275,3100,445,3050,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_171_TC_46/192,3122,427,442/pct:40/0/default.jpg",V,blue,red,D,,,51,171,192,3122,427,442,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_120_V_TC_46/3625,2655,260,330/pct:40/0/default.jpg",I,blue,red,D,,,75,120 V,3625,2655,260,330,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_053_V_TC_46/3032,3962,512,1652/pct:40/0/default.jpg",H,red,blue,D,,,485,53 V,3032,3962,512,1652,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_142_R_TC_46/2260,5607,430,355/pct:40/0/default.jpg",N,blue,red,D,,,75,142 R,2260,5607,430,355,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_124_R_TC_46/2117,3032,1147,3562/pct:40/0/default.jpg",S,red,blue,M,,,437,124 R,2117,3032,1147,3562,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_029_V_TC_46/1412,3605,1325,1215/pct:40/0/default.jpg",H,red,blue; green; yellow,I,,,11,29 V,1412,3605,1325,1215,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_139_V_TC_46/2180,2975,582,370/pct:40/0/default.jpg",V,blue,,S,,,319,139 V,2180,2975,582,370,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_062_V_TC_46/2050,3732,460,1617/pct:40/0/default.jpg",J,blue,red,D,,,66A,62 V,2050,3732,460,1617,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_111_V_TC_46/3172,5857,550,855/pct:40/0/default.jpg",G,red,blue,,,,50,111 V,3172,5857,550,855,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_075_R_TC_46/1952,4652,340,1720/pct:40/0/default.jpg",I,blue,red,D,,,10,75 R,1952,4652,340,1720,
"https://stacks.stanford.edu/image/iiif/qj220gv8417%2F139_134_R_TC_46/477,397,270,670/pct:40/0/default.jpg",R,green,red,M,,,139,134 R,477,397,270,670,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_065_R_TC_46/415,2187,300,637/pct:40/0/default.jpg",M,red,blue,D,,,29,65 R,415,2187,300,637,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_076_R_TC_46/550,4880,522,732/pct:40/0/default.jpg",T,blue,red,D,,,45,76 R,550,4880,522,732,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_116_R_TC_46/2287,3445,262,2290/pct:40/0/default.jpg",C,blue,red,D,,,271,116 R,2287,3445,262,2290,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_082_V_TC_46/1735,6462,265,1420/pct:40/0/default.jpg",I,blue,red,D,,,10,82 V,1735,6462,265,1420,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_98_V_TC_46/1720,4660,620,3167/pct:40/0/default.jpg",,,,,T,MC,83,98 V,1720,4660,620,3167,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_153_V_TC_46/672,1952,742,1792/pct:40/0/default.jpg",L,blue,red,D,,,50,153 V,672,1952,742,1792,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_157_V_TC_46/842,1927,562,975/pct:40/0/default.jpg",,,,,T,IN,10,157 V,842,1927,562,975,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_127_V_TC_46/1807,872,417,960/pct:40/0/default.jpg",A,red,blue,D,,,271,127 V,1807,872,417,960,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_62_V_TC_46/865,2147,485,1182/pct:40/0/default.jpg",E,blue,red,D,,,315,62 V,865,2147,485,1182,
"https://stacks.stanford.edu/image/iiif/jk994tv6710%2F087_008_V_TC_46/3597,2872,867,480/pct:40/0/default.jpg",Q,blue,red,D,,,87,8 V,3597,2872,867,480,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_377_R_TC_46/15,2627,812,2782/pct:40/0/default.jpg",A,blue,red; yellow,M,,,485,377 R,15,2627,812,2782,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_184_V_TC_46/697,4150,335,862/pct:40/0/default.jpg",Q,red,blue,D,,,66A,184 V,697,4150,335,862,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_133_R_TC_46/217,3137,365,1052/pct:40/0/default.jpg",E,red,blue,D,,,16II,133 R,217,3137,365,1052,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_289_R_TC_46/1615,4927,860,2852/pct:40/0/default.jpg",O,red,blue,D,,,485,289 R,1615,4927,860,2852,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_212_R_TC_46/587,2712,375,1742/pct:40/0/default.jpg",,,,,T,PT,27,212 R,587,2712,375,1742,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_087_V_TC_46/3522,1530,747,545/pct:40/0/default.jpg",M,red,blue; yellow,M,,,295,87 V,3522,1530,747,545,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_24_V_TC_46/1725,3337,517,1872/pct:40/0/default.jpg",F,blue,red,D,,,27,24 V,1725,3337,517,1872,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_098_R_TC_46/2242,3162,450,980/pct:40/0/default.jpg",H,blue,red,D,,,26,98 R,2242,3162,450,980,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_234_V_TC_46/507,937,607,882/pct:40/0/default.jpg",,,,,T,IN,463,234 V,507,937,607,882,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_002_R_TC_46/297,4977,252,2760/pct:40/0/default.jpg",J,blue,red,D,,,16II,2 R,297,4977,252,2760,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_20_V_TC_46/1747,2080,422,677/pct:40/0/default.jpg",I,blue,red,D,,,300,20 V,1747,2080,422,677,
"https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_166_V_TC_46/565,697,1177,2682/pct:40/0/default.jpg",L,blue,red,D,,,252,166 V,565,697,1177,2682,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_169_V_TC_46/980,2160,527,1315/pct:40/0/default.jpg",P,red,blue,D,,,92,169 V,980,2160,527,1315,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_254_V_TC_46/3200,5940,407,1372/pct:40/0/default.jpg",T,red,blue,D,,,16II,254 V,3200,5940,407,1372,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_46_V_TC_46/920,4847,457,1702/pct:40/0/default.jpg",E,red,blue,D,,,315,46 V,920,4847,457,1702,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_029_V_TC_46/2587,3570,495,1750/pct:40/0/default.jpg",H,red,blue,D,,,484,29 V,2587,3570,495,1750,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_080_V_TC_46/1817,3457,395,957/pct:40/0/default.jpg",L,red,blue,D,,,10,80 V,1817,3457,395,957,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_246_R_TC_46/2345,310,392,1380/pct:40/0/default.jpg",,,,,T,MC,271,246 R,2345,310,392,1380,
"https://stacks.stanford.edu/image/iiif/qf131kj9626%2F280_155_V_TC_46/1192,6445,282,730/pct:40/0/default.jpg",H,red,,S,,,280,155 V,1192,6445,282,730,
"https://stacks.stanford.edu/image/iiif/pq756vs0720%2F292_034_V_TC_46/867,4105,802,730/pct:40/0/default.jpg",G,red,blue,D,,,292,34 V,867,4105,802,730,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_228_R_TC_46/292,4102,585,520/pct:40/0/default.jpg",M,red,blue,D,,,75,228 R,292,4102,585,520,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_144_R_TC_46/157,2887,447,2380/pct:40/0/default.jpg",L,blue,red,D,,,468,144 R,157,2887,447,2380,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_259_R_TC_46/2175,4640,350,2385/pct:40/0/default.jpg",Q,blue,red,D,,,271,259 R,2175,4640,350,2385,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_016_V_TC_46/3620,1697,245,1512/pct:40/0/default.jpg",I,red,blue,D,,,29,16 V,3620,1697,245,1512,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_075_V_TC_46/3607,5072,262,1100/pct:40/0/default.jpg",J,blue,red,D,,,10,75 V,3607,5072,262,1100,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_057_V_TC_46/3090,6040,567,540/pct:40/0/default.jpg",F,blue,red,D,,,45,57 V,3090,6040,567,540,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_172_V_TC_46/3470,1805,470,1675/pct:40/0/default.jpg",P,blue,red,D,,,49,172 V,3470,1805,470,1675,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_191_V_TC_46/1505,4492,580,1682/pct:40/0/default.jpg",P,blue,red,D,,,49,191 V,1505,4492,580,1682,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_63_V_TC_46/3122,4755,425,790/pct:40/0/default.jpg",A,red,blue,D,,,315,63 V,3122,4755,425,790,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_252_TC_46/1480,1970,300,630/pct:40/0/default.jpg",I,blue,red,D,,,51,252,1480,1970,300,630,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_136_R_TC_46/2302,3740,427,1282/pct:40/0/default.jpg",P,blue,red,D,,,29,136 R,2302,3740,427,1282,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_038_R_TC_46/1965,4925,397,505/pct:40/0/default.jpg",E,red,blue,D,,,92,38 R,1965,4925,397,505,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_220_V_TC_46/1312,422,662,835/pct:40/0/default.jpg",L,blue,red,D,,,11,220 V,1312,422,662,835,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_5_R_TC_46/67,3025,440,755/pct:40/0/default.jpg",I,blue,red; gold; yellow,L,,,49,5 R,67,3025,440,755,historiated - partial capture of one figure in a lot
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_150_V_TC_46/402,3700,650,912/pct:40/0/default.jpg",U,blue,red,D,,,400,150 V,402,3700,650,912,
"https://stacks.stanford.edu/image/iiif/ns652yk6818%2F266_257_TC_46/47,3962,857,3720/pct:40/0/default.jpg",P,blue,red,D,,,266,257,47,3962,857,3720,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_176_V_TC_46/1907,5150,295,492/pct:40/0/default.jpg",C,blue,red,D,,,271,176 V,1907,5150,295,492,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_347_R_TC_46/2367,3562,900,2682/pct:40/0/default.jpg",O,blue,red,D,,,271,347 R,2367,3562,900,2682,
"https://stacks.stanford.edu/image/iiif/hp146pz7537%2F072_104_V_TC_46/1320,897,575,485/pct:40/0/default.jpg",O,blue,red; green,M,,,72,104 V,1320,897,575,485,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_045_R_TC_46/712,4230,225,607/pct:40/0/default.jpg",A,blue,red,D,,,271,45 R,712,4230,225,607,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_321_R_TC_46/587,6350,1377,602/pct:40/0/default.jpg",Q,red,blue,D,,,271,321 R,587,6350,1377,602,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_130_V_TC_46/1762,4840,242,730/pct:40/0/default.jpg",S,red,blue,D,,,271,130 V,1762,4840,242,730,
"https://stacks.stanford.edu/image/iiif/tn930ym5616%2F628_037_R_TC_46/2,870,225,492/pct:40/0/default.jpg",T,blue,red,D,,,628,37 R,2,870,225,492,
