URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_230_R_TC_46/2572,5912,777,155/pct:40/0/default.jpg",,83,230 R,2572,5912,777,155,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_006_R_TC_46/3962,4845,332,70/pct:40/0/default.jpg",,437,6 R,3962,4845,332,70,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_ix_V_TC_46/4622,4625,170,67/pct:40/0/default.jpg",,29,ix V,4622,4625,170,67,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_086_R_TC_46/4220,5667,230,82/pct:40/0/default.jpg",,271,86 R,4220,5667,230,82,
"https://stacks.stanford.edu/image/iiif/rb296hb9129%2F214_043_R_TC_46/2445,4035,385,117/pct:40/0/default.jpg",,214,43 R,2445,4035,385,117,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_36_R_TC_46/3115,5422,390,140/pct:40/0/default.jpg",,33,36 R,3115,5422,390,140,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_311_R_TC_46/1902,6242,432,115/pct:40/0/default.jpg",,10,311 R,1902,6242,432,115,
"https://stacks.stanford.edu/image/iiif/pj101rk1280%2F291_060_R_TC_46/3195,3780,1057,195/pct:40/0/default.jpg",,291,60 R,3195,3780,1057,195,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_017_V_TC_46/217,5102,1197,120/pct:40/0/default.jpg",,511,17 V,217,5102,1197,120,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_7_R_TC_46/1522,770,590,77/pct:40/0/default.jpg",,107,7 R,1522,770,590,77,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_212_R_TC_46/3125,522,740,62/pct:40/0/default.jpg",,271,212 R,3125,522,740,62,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_220_R_TC_46/3812,1462,612,107/pct:40/0/default.jpg",,27,220 R,3812,1462,612,107,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_128_R_TC_46/970,3542,280,82/pct:40/0/default.jpg",,406,128 R,970,3542,280,82,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_178_R_TC_46/475,797,497,150/pct:40/0/default.jpg",,473,178 R,475,797,497,150,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_022_R_TC_46/1237,210,457,85/pct:40/0/default.jpg",,55,22 R,1237,210,457,85,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_60_R_TC_46/2565,1745,1105,112/pct:40/0/default.jpg",,186,60 R,2565,1745,1105,112,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_026_R_TC_46/2245,1462,272,120/pct:40/0/default.jpg",,375,26 R,2245,1462,272,120,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_239_V_TC_46/2557,3782,610,150/pct:40/0/default.jpg",,405,239 V,2557,3782,610,150,
"https://stacks.stanford.edu/image/iiif/fc862jh5847%2F309_54_R_TC_46/1737,3357,432,162/pct:40/0/default.jpg",,309,54 R,1737,3357,432,162,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_101_V_TC_46/2290,1625,365,77/pct:40/0/default.jpg",,186,101 V,2290,1625,365,77,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_040_V_TC_46/4325,6357,482,192/pct:40/0/default.jpg",,313,40 V,4325,6357,482,192,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_046_R_TC_46/385,385,830,120/pct:40/0/default.jpg",,45,46 R,385,385,830,120,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_042_V_TC_46/3592,4040,1430,175/pct:40/0/default.jpg",,23,42 V,3592,4040,1430,175,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_007_R_TC_46/1002,1425,930,90/pct:40/0/default.jpg",,470,7 R,1002,1425,930,90,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_090_R_TC_46/3867,332,1495,67/pct:40/0/default.jpg",,271,90 R,3867,332,1495,67,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_55_R_TC_46/1780,3085,1062,90/pct:40/0/default.jpg",,186,55 R,1780,3085,1062,90,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_020_R_TC_46/1060,6865,525,90/pct:40/0/default.jpg",,23,20 R,1060,6865,525,90,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_200_R_TC_46/2907,5240,600,170/pct:40/0/default.jpg",,83,200 R,2907,5240,600,170,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_045_V_TC_46/3185,6935,1787,102/pct:40/0/default.jpg",,511,45 V,3185,6935,1787,102,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_111_R_TC_46/1877,3817,247,117/pct:40/0/default.jpg",,397,111 R,1877,3817,247,117,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_129_V_TC_46/4405,787,607,115/pct:40/0/default.jpg",,50,129 V,4405,787,607,115,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_090_R_TC_46/1865,1477,350,105/pct:40/0/default.jpg",,10,90 R,1865,1477,350,105,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_101_R_TC_46/1897,3765,522,102/pct:40/0/default.jpg",,186,101 R,1897,3765,522,102,
"https://stacks.stanford.edu/image/iiif/gy884xh4155%2F262_121_R_TC_46/2985,320,2005,217/pct:40/0/default.jpg",,262,121 R,2985,320,2005,217,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_038_V_TC_46/4915,2955,480,145/pct:40/0/default.jpg",,511,38 V,4915,2955,480,145,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_073_R_TC_46/1267,552,177,77/pct:40/0/default.jpg",,327,73 R,1267,552,177,77,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_204_R_TC_46/1567,2432,247,87/pct:40/0/default.jpg",,317,204 R,1567,2432,247,87,
"https://stacks.stanford.edu/image/iiif/fr610kh2998%2F422_039_TC_46/2542,597,292,112/pct:40/0/default.jpg",,422,39,2542,597,292,112,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_64_V_TC_46/4022,1625,1145,147/pct:40/0/default.jpg",,83,64 V,4022,1625,1145,147,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_107_R_TC_46/322,3875,247,100/pct:40/0/default.jpg",,75,107 R,322,3875,247,100,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_090_V_TC_46/2292,5252,485,120/pct:40/0/default.jpg",,511,90 V,2292,5252,485,120,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_119_R_TC_46/1437,4367,760,87/pct:40/0/default.jpg",,277,119 R,1437,4367,760,87,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_241_R_TC_46/2267,495,155,65/pct:40/0/default.jpg",,271,241 R,2267,495,155,65,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_021a_V_TC_46/3837,5945,1775,107/pct:40/0/default.jpg",,46,21a V,3837,5945,1775,107,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_051_R_TC_46/2640,2622,217,80/pct:40/0/default.jpg",,406,51 R,2640,2622,217,80,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_65_R_TC_46/3100,1782,1392,160/pct:40/0/default.jpg",,300,65 R,3100,1782,1392,160,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_046_R_TC_46/1230,5130,237,75/pct:40/0/default.jpg",,406,46 R,1230,5130,237,75,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_042_R_TC_46/1052,6202,1152,77/pct:40/0/default.jpg",,271,42 R,1052,6202,1152,77,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_81_V_TC_46/4027,2440,1010,102/pct:40/0/default.jpg",,49,81 V,4027,2440,1010,102,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_191_R_TC_46/1900,497,342,127/pct:40/0/default.jpg",,473,191 R,1900,497,342,127,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_349_TC_46/2387,3165,480,237/pct:40/0/default.jpg",,111,349,2387,3165,480,237,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_139_R_TC_46/1242,2012,327,95/pct:40/0/default.jpg",,480,139 R,1242,2012,327,95,
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_110_TC_46/3355,4832,485,197/pct:40/0/default.jpg",,190,110,3355,4832,485,197,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_109_R_TC_46/3872,6342,395,192/pct:40/0/default.jpg",,47,109 R,3872,6342,395,192,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_81_R_TC_46/1825,4027,245,100/pct:40/0/default.jpg",,49,81 R,1825,4027,245,100,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_034_R_TC_46/1877,3485,390,125/pct:40/0/default.jpg",,375,34 R,1877,3485,390,125,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_118_V_TC_46/2265,3082,582,132/pct:40/0/default.jpg",,470,118 V,2265,3082,582,132,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_007_V_TC_46/3237,2972,672,87/pct:40/0/default.jpg",,463,7 V,3237,2972,672,87,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_153_V_TC_46/3480,3107,512,137/pct:40/0/default.jpg",,46,153 V,3480,3107,512,137,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_033_V_TC_46/1937,535,207,85/pct:40/0/default.jpg",,406,33 V,1937,535,207,85,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_251_R_TC_46/3897,4235,1432,97/pct:40/0/default.jpg",,271,251 R,3897,4235,1432,97,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_098_R_TC_46/1822,1592,955,160/pct:40/0/default.jpg",,228,98 R,1822,1592,955,160,
"https://stacks.stanford.edu/image/iiif/zs345bj2650%2F270_095_V_TC_46/1572,4830,1890,157/pct:40/0/default.jpg",,270,95 V,1572,4830,1890,157,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_035_R_TC_46/105,7450,2415,167/pct:40/0/default.jpg",,511,35 R,105,7450,2415,167,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_58_V_TC_46/3525,5920,315,110/pct:40/0/default.jpg",,315,58 V,3525,5920,315,110,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_233_V_TC_46/4587,2802,295,85/pct:40/0/default.jpg",,271,233 V,4587,2802,295,85,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_120_R_TC_46/3902,2700,335,165/pct:40/0/default.jpg",,50,120 R,3902,2700,335,165,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_350_R_TC_46/2092,3782,387,107/pct:40/0/default.jpg",,10,350 R,2092,3782,387,107,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_90_V_TC_46/1960,4077,222,72/pct:40/0/default.jpg",,136,90 V,1960,4077,222,72,
"https://stacks.stanford.edu/image/iiif/sk095st1718%2F199_030_V_TC_46/885,3605,897,87/pct:40/0/default.jpg",,199,30 V,885,3605,897,87,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_71_V_TC_46/2520,2120,402,95/pct:40/0/default.jpg",,186,71 V,2520,2120,402,95,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_148_R_TC_46/3147,5190,1352,157/pct:40/0/default.jpg",,33,148 R,3147,5190,1352,157,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_126_V_TC_46/1510,1900,420,147/pct:40/0/default.jpg",,356,126 V,1510,1900,420,147,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_239_R_TC_46/2137,4525,417,112/pct:40/0/default.jpg",,49,239 R,2137,4525,417,112,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_165_V_TC_46/2225,4152,307,67/pct:40/0/default.jpg",,4,165 V,2225,4152,307,67,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_181_R_TC_46/1597,717,277,110/pct:40/0/default.jpg",,405,181 R,1597,717,277,110,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_442_R_TC_46/2890,3460,385,87/pct:40/0/default.jpg",,463,442 R,2890,3460,385,87,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_120_R_TC_46/1700,2542,347,150/pct:40/0/default.jpg",,480,120 R,1700,2542,347,150,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_058_V_TC_46/490,8387,1515,107/pct:40/0/default.jpg",,271,58 V,490,8387,1515,107,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_096_V_TC_46/5135,5020,327,140/pct:40/0/default.jpg",,92,96 V,5135,5020,327,140,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_003_R_TC_46/2187,4985,165,77/pct:40/0/default.jpg",,48,3 R,2187,4985,165,77,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_103_V_TC_46/5045,4940,337,122/pct:40/0/default.jpg",,397,103 V,5045,4940,337,122,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_568_R_TC_46/1517,3502,242,97/pct:40/0/default.jpg",,463,568 R,1517,3502,242,97,
"https://stacks.stanford.edu/image/iiif/hp566jq8781%2F367_098_R_TC_46/852,4687,777,265/pct:40/0/default.jpg",,367,98 R,852,4687,777,265,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_042_TC_46/3927,2115,247,117/pct:40/0/default.jpg",,51,42,3927,2115,247,117,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_49_R_TC_46/842,6755,1367,142/pct:40/0/default.jpg",,150,49 R,842,6755,1367,142,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_140_V_TC_46/4332,707,402,157/pct:40/0/default.jpg",,50,140 V,4332,707,402,157,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_64_V_TC_46/2225,1460,377,92/pct:40/0/default.jpg",,277,64 V,2225,1460,377,92,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_042_R_TC_46/1017,1310,1005,142/pct:40/0/default.jpg",,480,42 R,1017,1310,1005,142,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_085_R_TC_46/860,3102,377,95/pct:40/0/default.jpg",,75,85 R,860,3102,377,95,
"https://stacks.stanford.edu/image/iiif/bq134cn1846%2F433_008_R_TC_46/2850,5962,2155,237/pct:40/0/default.jpg",,433,8 R,2850,5962,2155,237,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_046_V_TC_46/5175,1367,570,192/pct:40/0/default.jpg",,23,46 V,5175,1367,570,192,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_35_V_TC_46/3992,3575,745,147/pct:40/0/default.jpg",,83,35 V,3992,3575,745,147,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_138_V_TC_46/4615,6160,610,182/pct:40/0/default.jpg",,47,138 V,4615,6160,610,182,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_22_R_TC_46/1595,5895,637,170/pct:40/0/default.jpg",,50,22 R,1595,5895,637,170,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_042_V_TC_46/3162,1765,350,137/pct:40/0/default.jpg",,230,42 V,3162,1765,350,137,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_51_R_TC_46/2830,1270,617,142/pct:40/0/default.jpg",,83,51 R,2830,1270,617,142,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_112_R_TC_46/1642,2425,297,120/pct:40/0/default.jpg",,397,112 R,1642,2425,297,120,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_46_V_TC_46/1292,3002,337,162/pct:40/0/default.jpg",,316,46 V,1292,3002,337,162,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_015_V_TC_46/1490,2735,310,102/pct:40/0/default.jpg",,271,15 V,1490,2735,310,102,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_267_V_TC_46/1967,1140,365,77/pct:40/0/default.jpg",,48,267 V,1967,1140,365,77,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_053_V_TC_46/1190,6577,295,132/pct:40/0/default.jpg",,230,53 V,1190,6577,295,132,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iv_R_TC_46/2907,3435,240,110/pct:40/0/default.jpg",,22,iv R,2907,3435,240,110,
"https://stacks.stanford.edu/image/iiif/gf842rx6366%2F459_118_V_TC_46/3567,1462,420,162/pct:40/0/default.jpg",,459,118 V,3567,1462,420,162,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_78_R_TC_46/2935,2282,717,145/pct:40/0/default.jpg",,83,78 R,2935,2282,717,145,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_6_V_TC_46/1930,2627,635,87/pct:40/0/default.jpg",,277,6 V,1930,2627,635,87,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_113_R_TC_46/1342,3727,750,75/pct:40/0/default.jpg",,277,113 R,1342,3727,750,75,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_089_V_TC_46/2955,890,397,72/pct:40/0/default.jpg",,271,89 V,2955,890,397,72,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_139_R_TC_46/3867,1537,700,167/pct:40/0/default.jpg",,54,139 R,3867,1537,700,167,
"https://stacks.stanford.edu/image/iiif/sn284rv5537%2F462_069a_V_TC_46/1265,4172,565,187/pct:40/0/default.jpg",,462,69a V,1265,4172,565,187,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_25_V_TC_46/2607,3390,537,90/pct:40/0/default.jpg",,186,25 V,2607,3390,537,90,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_016_V_TC_46/1452,6445,1835,117/pct:40/0/default.jpg",,397,16 V,1452,6445,1835,117,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_177_V_TC_46/3740,6617,860,122/pct:40/0/default.jpg",,75,177 V,3740,6617,860,122,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_079_V_TC_46/1405,4020,1860,140/pct:40/0/default.jpg",,313,79 V,1405,4020,1860,140,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_104_R_TC_46/1330,3775,817,82/pct:40/0/default.jpg",,277,104 R,1330,3775,817,82,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_177_V_TC_46/1400,292,225,107/pct:40/0/default.jpg",,473,177 V,1400,292,225,107,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_15_R_TC_46/3862,2822,340,157/pct:40/0/default.jpg",,50,15 R,3862,2822,340,157,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_106_V_TC_46/3432,797,387,122/pct:40/0/default.jpg",,10,106 V,3432,797,387,122,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_52_R_TC_46/1535,1177,2465,92/pct:40/0/default.jpg",,107,52 R,1535,1177,2465,92,
"https://stacks.stanford.edu/image/iiif/wq149yj5620%2F438_011_V_TC_46/1385,1582,462,107/pct:40/0/default.jpg",,438,11 V,1385,1582,462,107,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_080_V_TC_46/1215,7232,612,75/pct:40/0/default.jpg",,271,80 V,1215,7232,612,75,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_124_R_TC_46/1127,1942,182,85/pct:40/0/default.jpg",,277,124 R,1127,1942,182,85,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_72_R_TC_46/3022,4442,397,165/pct:40/0/default.jpg",,300,72 R,3022,4442,397,165,
"https://stacks.stanford.edu/image/iiif/pm493kf4162%2F424_022_R_TC_46/2692,355,412,107/pct:40/0/default.jpg",,424,22 R,2692,355,412,107,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_083_R_TC_46/1027,4817,505,112/pct:40/0/default.jpg",,66A,83 R,1027,4817,505,112,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_296_R_TC_46/3522,4077,187,75/pct:40/0/default.jpg",,437,296 R,3522,4077,187,75,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_215_V_TC_46/3397,6000,257,115/pct:40/0/default.jpg",,10,215 V,3397,6000,257,115,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_182_R_TC_46/3915,6730,1500,70/pct:40/0/default.jpg",,271,182 R,3915,6730,1500,70,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_285_R_TC_46/1942,5305,315,110/pct:40/0/default.jpg",,10,285 R,1942,5305,315,110,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_25_V_TC_46/2565,3200,577,92/pct:40/0/default.jpg",,186,25 V,2565,3200,577,92,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_058_R_TC_46/3797,3540,520,115/pct:40/0/default.jpg",,397,58 R,3797,3540,520,115,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_115_V_TC_46/2580,1262,405,142/pct:40/0/default.jpg",,405,115 V,2580,1262,405,142,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_027_TC_46/3297,2732,615,140/pct:40/0/default.jpg",,51,27,3297,2732,615,140,
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_388b_TC_46/1802,4932,1470,115/pct:40/0/default.jpg",,190,388b,1802,4932,1470,115,
"https://stacks.stanford.edu/image/iiif/xq358rn9921%2F202_iii_V_TC_46/3137,1015,1970,162/pct:40/0/default.jpg",,202,iii V,3137,1015,1970,162,
"https://stacks.stanford.edu/image/iiif/cr485km1781%2F201_062_TC_46/3867,1820,552,157/pct:40/0/default.jpg",,201,62,3867,1820,552,157,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_102_R_TC_46/1145,2042,167,80/pct:40/0/default.jpg",,277,102 R,1145,2042,167,80,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_048_R_TC_46/2050,1827,317,127/pct:40/0/default.jpg",,375,48 R,2050,1827,317,127,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_077_R_TC_46/2935,1570,312,107/pct:40/0/default.jpg",,230,77 R,2935,1570,312,107,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_118_V_TC_46/4135,6525,380,175/pct:40/0/default.jpg",,228,118 V,4135,6525,380,175,
"https://stacks.stanford.edu/image/iiif/kh542wm7507%2F337_115_R_TC_46/4360,6410,502,140/pct:40/0/default.jpg",,337,115 R,4360,6410,502,140,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_137_V_TC_46/1880,5685,585,72/pct:40/0/default.jpg",,277,137 V,1880,5685,585,72,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_048_R_TC_46/4605,377,497,212/pct:40/0/default.jpg",,45,48 R,4605,377,497,212,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_219_TC_46/3552,1705,305,142/pct:40/0/default.jpg",,51,219,3552,1705,305,142,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_123_V_TC_46/2097,4777,630,80/pct:40/0/default.jpg",,277,123 V,2097,4777,630,80,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_071_TC_46/1657,1507,540,140/pct:40/0/default.jpg",,51,71,1657,1507,540,140,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_246_V_TC_46/3152,292,650,92/pct:40/0/default.jpg",,48,246 V,3152,292,650,92,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_147_V_TC_46/4445,1197,355,160/pct:40/0/default.jpg",,83,147 V,4445,1197,355,160,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_095_V_TC_46/2132,415,417,145/pct:40/0/default.jpg",,470,95 V,2132,415,417,145,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_59_R_TC_46/1192,3817,257,85/pct:40/0/default.jpg",,277,59 R,1192,3817,257,85,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_010_V_TC_46/3602,1017,565,140/pct:40/0/default.jpg",,92,10 V,3602,1017,565,140,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_059_R_TC_46/2072,6230,457,115/pct:40/0/default.jpg",,511,59 R,2072,6230,457,115,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_iv_R_TC_46/675,2705,402,140/pct:40/0/default.jpg",,83,iv R,675,2705,402,140,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_042_R_TC_46/2465,4345,355,142/pct:40/0/default.jpg",,230,42 R,2465,4345,355,142,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_113_R_TC_46/1787,2947,1065,95/pct:40/0/default.jpg",,186,113 R,1787,2947,1065,95,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_213_V_TC_46/3232,2910,280,112/pct:40/0/default.jpg",,27,213 V,3232,2910,280,112,
"https://stacks.stanford.edu/image/iiif/jf942rk0336%2F236_003_R_TC_46/2047,4825,547,180/pct:40/0/default.jpg",,236,3 R,2047,4825,547,180,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_146_R_TC_46/432,417,445,147/pct:40/0/default.jpg",,473,146 R,432,417,445,147,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_274_R_TC_46/2717,3970,530,65/pct:40/0/default.jpg",,48,274 R,2717,3970,530,65,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_116_R_TC_46/5050,1290,347,165/pct:40/0/default.jpg",,316,116 R,5050,1290,347,165,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_2_V_TC_46/1990,1555,570,85/pct:40/0/default.jpg",,277,2 V,1990,1555,570,85,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_048_R_TC_46/500,5752,607,100/pct:40/0/default.jpg",,75,48 R,500,5752,607,100,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_6_V_TC_46/3717,2475,337,107/pct:40/0/default.jpg",,83,6 V,3717,2475,337,107,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_075_R_TC_46/2825,5885,970,130/pct:40/0/default.jpg",,230,75 R,2825,5885,970,130,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_111_R_TC_46/1872,2380,440,157/pct:40/0/default.jpg",,228,111 R,1872,2380,440,157,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_199_V_TC_46/4360,4782,415,157/pct:40/0/default.jpg",,83,199 V,4360,4782,415,157,
"https://stacks.stanford.edu/image/iiif/qv912yv7154%2F229_69_R_TC_46/4642,5715,590,140/pct:40/0/default.jpg",,229,69 R,4642,5715,590,140,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_27_R_TC_46/1487,3692,1517,97/pct:40/0/default.jpg",,107,27 R,1487,3692,1517,97,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_073_V_TC_46/5032,4072,420,195/pct:40/0/default.jpg",,313,73 V,5032,4072,420,195,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_065_R_TC_46/122,5040,947,70/pct:40/0/default.jpg",,48,65 R,122,5040,947,70,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_101_R_TC_46/1082,1365,1090,95/pct:40/0/default.jpg",,277,101 R,1082,1365,1090,95,
